UNDER_CONSTRUCTION,RERA,BHK_NO.,SQUARE_FT,READY_TO_MOVE,RESALE,LONGITUDE,LATITUDE,TARGET(PRICE_IN_LACS),city_tier,CITY_AVG,Builder,Dealer,Owner
0,0,3,7.261984237034895,1,1,10.52,76.21,35.0,2,55.48947368421053,0,0,1
0,0,2,7.00333472616711,1,1,22.273345,73.232995,26.0,2,39.9762278978389,0,0,1
0,1,2,6.709560373088852,1,1,31.261414,75.589997,25.0,2,51.77368421052632,0,1,0
1,1,2,6.690670312322855,0,0,18.510418,73.781944,59.6,1,85.75869675456389,1,0,0
0,0,1,6.684611727667927,1,1,12.907374,77.625811,30.0,1,100.29492641906096,0,0,1
0,0,2,6.9756163873334,1,1,28.506454,77.409568,41.0,2,88.35898005698006,0,1,0
0,0,3,7.399532707908202,1,1,28.9196,76.8972,65.0,2,53.83091160220994,0,0,1
0,0,2,6.907755278982137,1,1,18.5823,73.983,46.0,1,85.75869675456389,0,1,0
1,1,3,6.907755278982137,0,1,28.431903,77.364821,28.6,2,56.12788906009245,0,1,0
0,0,3,7.5475196831803855,1,1,13.083227,77.66279,120.0,1,100.29492641906096,0,1,0
0,0,2,6.947015993258439,1,1,28.582887,77.339935,140.0,3,142.94272598870057,0,1,0
1,1,3,7.260710442006164,0,1,17.815234,83.35818,57.5,2,54.3564606741573,0,1,0
1,1,2,7.136297994939656,0,1,28.568096,77.390253,65.0,2,88.35898005698006,0,0,1
0,0,2,7.013115794539964,1,1,13.077741,80.164903,60.0,1,64.54308811641069,0,0,1
1,0,3,7.033696502388318,0,1,22.75,88.36667,30.0,1,68.99663518299882,0,1,0
0,0,3,7.346038781763178,1,1,19.033956,73.075342,140.0,3,147.67557823129252,0,1,0
0,0,1,6.397037769204951,1,1,18.52361,73.84778,18.5,1,85.75869675456389,0,0,1
1,1,2,7.036967010037901,0,1,25.3945,81.8615,33.0,3,51.82448979591837,0,0,1
0,0,2,6.887019380461816,1,1,15.595677,73.800991,42.0,3,64.43605442176872,0,0,1
0,0,2,7.008601114189509,1,1,22.470809,88.363181,44.2,1,68.99663518299882,0,1,0
0,0,3,7.6497926287108475,1,1,30.92,77.12,70.0,3,31.593333333333337,0,1,0
0,0,1,6.3068278205870545,1,1,15.963927,73.998901,16.8,3,30.681818181818183,0,0,1
0,0,2,7.034417048434286,1,1,12.919423,77.522774,60.1,1,100.29492641906096,0,1,0
0,0,2,7.109599502318289,1,1,21.241299,81.699326,36.0,2,34.97865168539326,0,1,0
0,0,1,6.333329073808885,1,1,18.484943,73.904242,36.0,1,85.75869675456389,0,1,0
0,0,3,7.509640868082647,1,1,22.35962,73.187321,45.0,2,39.9762278978389,0,0,1
0,0,3,7.470055545621047,1,1,30.698017,76.679016,77.4,3,68.53598553345388,0,1,0
0,0,1,6.461829531994403,1,1,30.664299,76.817624,15.5,3,68.53598553345388,0,1,0
0,0,3,7.135014430383891,1,1,19.042483,73.066371,140.0,3,142.94272598870057,0,1,0
0,0,3,7.3192841896888865,1,1,40.67197199,-86.15292909,110.0,1,68.99663518299882,0,1,0
0,1,2,7.027826645522247,1,1,19.1849,72.8347,140.0,3,147.67557823129252,0,1,0
0,0,2,7.095166690460919,1,1,22.54111,88.33778,78.0,1,68.99663518299882,0,1,0
0,0,2,6.5849474045245815,1,1,19.1615,72.8731,140.0,1,150.86937598321973,0,1,0
1,1,1,5.793538375243098,0,0,19.245347,73.124577,33.7,1,150.86937598321973,0,1,0
0,0,2,7.003065458786462,1,1,28.40473,77.367514,44.0,2,56.12788906009245,0,1,0
1,1,2,6.856494452699071,0,1,19.249861,72.963866,77.0,1,150.86937598321973,0,1,0
0,0,1,6.3715961330912965,1,1,18.628795,73.852993,35.0,1,85.75869675456389,0,0,1
1,1,3,7.480134508266728,0,1,30.638175,76.829909,61.7,3,68.53598553345388,0,1,0
0,0,3,7.403856507143046,1,1,21.0,77.0,100.0,2,88.35898005698006,0,1,0
0,1,2,6.672068501664381,1,1,19.05871,72.89969,180.0,1,150.86937598321973,0,1,0
1,0,3,7.325292968007237,0,1,23.883763,87.125381,45.0,2,31.84,0,0,1
0,1,2,6.947207598005016,1,1,28.5035,77.426447,38.0,2,88.35898005698006,0,1,0
0,0,2,6.966217062844015,1,1,23.694909,86.939424,28.0,2,27.14857142857143,0,0,1
0,0,1,6.5513797810621135,1,1,27.98889,76.38833,16.7,3,24.93142857142857,0,0,1
0,0,1,6.040400176411135,1,1,28.527249,77.412523,16.5,2,88.35898005698006,0,0,1
0,1,3,7.3796516071926135,1,1,20.250918,85.844657,110.0,2,60.59553191489361,0,1,0
0,1,2,6.853824289881838,1,1,19.1615,72.8731,170.0,3,142.94272598870057,0,1,0
0,1,1,6.4003641176922095,1,1,27.16726,75.709505,42.0,1,85.75869675456389,0,1,0
1,0,3,7.192940471572205,0,1,13.07,77.8,80.0,1,100.29492641906096,0,0,1
0,0,3,7.277819959557781,1,1,30.65,76.82,58.0,3,68.53598553345388,0,0,1
0,0,2,6.979873329339822,1,1,18.96,72.82,190.0,3,147.67557823129252,0,1,0
1,0,3,7.293050180605168,0,1,22.54111,88.33778,80.0,1,68.99663518299882,0,0,1
0,0,3,7.346260241233502,1,1,21.17,72.83,30.0,2,57.32304038004751,0,0,1
1,1,1,6.327977810209026,0,1,19.259521,72.883037,39.0,1,150.86937598321973,0,1,0
0,0,2,7.090205876616631,1,1,12.96991,77.59796,62.0,1,100.29492641906096,0,0,1
0,0,3,7.497669204659805,1,1,28.415742,77.028867,160.0,2,173.14914841849145,0,1,0
0,0,2,6.7834748784164,1,1,11.952025,79.823971,30.0,2,51.57647058823529,0,0,1
0,1,3,7.090212438248328,1,1,28.406388,77.342588,29.5,2,56.12788906009245,0,1,0
0,0,1,6.6638125880557375,1,1,20.36667,72.9,17.7,3,24.427027027027027,0,0,1
0,0,2,6.813536603739915,1,1,21.159018,79.085738,50.0,2,44.292835820895526,0,0,1
0,0,3,6.6216369284796635,1,1,22.55361,87.984436,24.0,1,68.99663518299882,0,0,1
0,1,3,7.0684153387516035,1,0,28.579004,77.431173,41.1,2,88.35898005698006,0,1,0
0,0,3,7.203469523499182,1,1,28.587711,77.403123,80.0,2,88.35898005698006,0,0,1
0,0,3,7.3130953946124,1,1,26.832353,75.841749,40.0,2,51.019979188345474,0,0,1
0,1,3,7.193106736409385,1,1,19.239813,72.962722,160.0,1,150.86937598321973,0,1,0
0,0,3,7.402520094686515,1,1,30.73528,76.79111,70.0,2,62.27809248554914,0,1,0
1,0,3,7.069023426578259,0,1,22.835481,86.221099,28.2,2,44.47581395348837,0,1,0
0,0,1,6.476983474058723,1,1,18.973908,73.025106,45.0,1,150.86937598321973,0,1,0
1,1,2,6.964010542215441,0,1,13.34222,77.10167,63.8,1,100.29492641906096,0,1,0
0,0,2,7.012462413332878,1,1,28.162032,76.811066,17.0,3,25.418633540372674,0,1,0
0,0,2,6.703292596371267,1,1,13.234221,80.212829,33.5,1,64.54308811641069,0,0,1
0,0,1,6.3631081067194355,1,1,13.0097,77.5648,45.0,1,100.29492641906096,0,0,1
0,0,2,6.802437317418873,1,1,22.304805,73.23414,23.5,2,39.9762278978389,0,0,1
0,0,3,7.1308988302963465,1,1,12.919987,77.489265,54.0,1,100.29492641906096,0,0,1
0,0,2,6.81898156690096,1,1,13.028627,80.252681,60.0,1,64.54308811641069,0,0,1
0,1,1,6.492086000764346,1,1,24.69028,78.41889,32.5,3,142.94272598870057,0,1,0
0,0,1,6.476972362889683,1,1,19.126499,72.99956,65.0,3,147.67557823129252,0,1,0
0,0,2,6.966090855638433,1,1,9.930471,76.271273,45.0,2,87.75099009900991,0,0,1
0,1,3,7.276695612254063,1,1,28.59632,77.38143,75.0,2,88.35898005698006,0,0,1
0,1,2,6.897804948127969,1,1,19.216097,72.821721,72.0,3,147.67557823129252,0,1,0
1,1,2,7.149547389559177,0,1,20.26444,85.82806,43.3,2,60.59553191489361,0,1,0
0,0,3,7.346087990759251,1,1,28.560719,77.386208,90.0,2,88.35898005698006,0,1,0
0,0,3,7.484332280265454,1,1,9.994,76.292,110.0,2,87.75099009900991,0,0,1
0,1,3,7.245760604821292,1,1,26.900926,75.775927,47.0,2,53.83091160220994,0,0,1
0,0,2,7.028229432552512,1,1,12.973237,77.646859,20.0,3,36.43809523809524,0,1,0
0,0,2,7.093415737102718,1,1,13.041421,77.500532,90.0,1,100.29492641906096,0,0,1
0,1,2,6.945222691578819,1,1,28.576117,77.382136,31.0,2,88.35898005698006,0,1,0
1,1,2,6.726945280687812,0,1,19.1955,72.8728,160.0,1,150.86937598321973,0,1,0
0,1,2,6.922601787141237,1,1,24.69028,78.41889,95.0,3,142.94272598870057,0,1,0
0,0,2,6.859636030608361,1,1,12.9077,77.6755,71.0,1,100.29492641906096,0,1,0
1,0,3,7.079255596792509,0,1,13.074579,80.23544,50.0,1,64.54308811641069,0,0,1
1,0,1,6.478604646758474,0,1,18.964489,73.019574,42.0,1,150.86937598321973,0,1,0
0,0,2,6.956563624891042,1,1,12.96991,77.59796,55.0,1,100.29492641906096,0,0,1
1,0,3,7.150336524345822,0,1,12.925,77.595,150.0,1,100.29492641906096,0,1,0
0,1,3,6.980325971626972,1,1,23.11702,77.39529,22.0,2,32.06422018348624,0,0,1
0,0,3,7.313220387090301,1,1,22.5922,88.484911,78.0,1,68.99663518299882,0,1,0
0,0,2,6.872146851525894,1,1,28.5041,77.381557,32.0,2,88.35898005698006,0,1,0
0,1,3,7.282835650372095,1,1,12.808137,77.58308,70.5,1,100.29492641906096,0,1,0
0,0,1,6.551392883909204,1,1,21.7,72.96667,16.0,3,24.093023255813954,0,0,1
0,0,2,6.994057372990054,1,1,18.973908,73.025106,82.0,1,150.86937598321973,0,1,0
0,0,3,7.272486067893119,1,1,17.546483,78.480303,73.0,3,55.23577981651376,0,0,1
0,1,3,7.218364855917622,1,1,28.5041,77.381557,50.0,2,88.35898005698006,0,1,0
0,0,3,7.334444023229262,1,1,22.529,88.368,120.0,1,68.99663518299882,0,0,1
1,0,1,6.5654690724444835,0,1,18.96667,72.83333,24.5,1,150.86937598321973,0,1,0
0,0,2,6.35963387050545,1,1,19.2836,72.8675,80.0,1,150.86937598321973,0,1,0
0,0,2,7.192995889990933,1,1,19.932263,86.097721,120.0,1,150.86937598321973,0,1,0
0,0,2,7.090176840775425,1,1,16.08917,80.16722,40.0,2,43.578125,0,0,1
1,1,1,6.5652786955749685,0,1,23.234655,72.651815,51.0,3,142.94272598870057,0,1,0
0,0,4,7.377987505847446,1,1,26.8626,75.7633,35.0,2,51.019979188345474,0,1,0
1,1,1,6.44733475911261,0,1,18.637802,73.745912,30.8,1,85.75869675456389,0,1,0
0,0,3,7.206161314886893,1,1,20.18646,85.846045,60.0,2,60.59553191489361,0,1,0
0,0,3,7.0491398962818606,1,1,13.09,80.27,51.5,1,64.54308811641069,0,1,0
0,0,2,7.275279133692526,1,1,12.9958935,77.761394,94.0,1,100.29492641906096,0,1,0
0,0,3,7.336442490719463,1,1,12.976741,77.674509,88.0,1,100.29492641906096,0,0,1
1,0,3,6.982111421053443,0,1,22.54111,88.33778,43.4,1,68.99663518299882,0,1,0
0,0,2,6.946898575677303,1,1,22.835481,86.221099,31.0,2,44.47581395348837,0,0,1
0,0,2,7.14685884971241,1,1,12.9657,77.7188,60.0,1,100.29492641906096,0,1,0
0,0,2,6.745236349484363,1,1,28.583704,77.360401,51.0,2,88.35898005698006,0,1,0
0,0,3,6.96229269600885,1,1,13.035866,80.135164,52.0,1,64.54308811641069,0,0,1
0,1,3,7.870552020902198,1,1,18.52361,73.84778,170.0,1,85.75869675456389,0,1,0
0,0,2,7.065872147360524,1,1,20.230195,85.816005,32.0,2,60.59553191489361,0,0,1
0,0,3,7.244256928027943,1,1,12.905368,77.580403,68.0,1,100.29492641906096,0,0,1
0,0,2,6.6848633316379935,1,1,30.75501,76.640515,15.9,3,68.53598553345388,0,1,0
1,1,3,7.495572713410869,0,1,30.662283,76.822397,65.0,2,62.27809248554914,0,1,0
0,0,2,7.038979305558819,1,1,22.452032,88.298947,47.0,1,68.99663518299882,0,1,0
0,0,2,6.477055699724764,1,1,21.727799,70.439387,12.0,2,46.348192771084335,0,0,1
0,0,3,7.189302362565633,1,1,30.65,76.82,52.0,3,68.53598553345388,0,0,1
0,0,2,7.207809872404767,1,1,18.5101,73.8141,90.0,1,85.75869675456389,0,1,0
0,0,2,7.0802307315911355,1,1,26.339449,84.282491,38.0,2,34.97865168539326,0,0,1
0,0,3,7.5066399486909345,1,1,13.141581,77.749756,95.5,1,100.29492641906096,0,1,0
0,0,2,6.745069696657374,1,1,16.7,74.23333,45.0,2,37.25757575757576,0,0,1
0,0,2,6.6530038843360435,1,1,12.90015,80.22791,35.5,1,64.54308811641069,0,1,0
0,0,2,6.651671878537386,1,1,19.2167,73.0833,43.0,3,142.94272598870057,0,1,0
0,1,2,7.0501256200040645,1,1,28.5822,77.3293,100.0,3,142.94272598870057,0,1,0
0,0,2,7.1308988302963465,1,1,19.038205,73.06612,90.0,1,150.86937598321973,0,1,0
1,1,2,7.21881971162815,0,1,25.4513,81.828,90.0,3,51.82448979591837,0,0,1
0,0,2,7.012135882382732,1,1,28.567633,77.383124,68.0,2,88.35898005698006,0,0,1
0,0,4,7.7245488047986735,1,1,28.6423,77.3445,130.0,2,53.83091160220994,0,1,0
0,0,2,7.064877034503949,1,1,28.638934,77.326457,50.0,2,53.83091160220994,0,0,1
0,0,2,6.802394763324311,1,1,23.258447,77.44113,27.0,2,32.06422018348624,0,0,1
0,1,3,7.393410164563929,1,1,28.577673,77.389781,85.0,2,88.35898005698006,0,0,1
1,1,2,6.771612685280359,0,0,12.90579,77.54264,34.9,1,100.29492641906096,0,1,0
0,0,2,6.858415815150265,1,1,18.651598,73.735448,52.0,1,85.75869675456389,0,1,0
0,1,1,5.858245703349259,1,1,28.707966,77.487603,8.0,2,53.83091160220994,0,0,1
0,0,3,7.506501784263098,1,1,13.141581,77.749756,100.0,1,100.29492641906096,0,1,0
1,1,4,7.843848638152472,0,1,22.727957,76.470966,91.8,2,44.15251633986928,0,1,0
0,0,1,6.428234581125191,1,1,19.1759,72.9522,100.0,3,147.67557823129252,0,1,0
1,0,3,7.316723017711434,0,1,23.54066,87.363421,28.6,2,23.62181818181818,0,1,0
0,1,2,7.1816870625214735,1,1,30.662283,76.822397,57.3,2,62.27809248554914,0,0,1
0,0,2,7.043238153975704,1,1,19.164548,73.527868,85.0,1,85.75869675456389,0,0,1
1,1,2,6.397002385071266,0,1,18.96,72.82,110.0,3,147.67557823129252,0,1,0
0,1,1,6.026846818243983,1,1,19.1759,72.9522,110.0,1,150.86937598321973,0,1,0
0,0,2,6.954322915164972,1,1,19.031757,73.061962,100.0,1,150.86937598321973,0,1,0
0,0,2,6.733401891837359,1,1,28.255907,77.065858,21.0,2,56.12788906009245,0,1,0
0,1,3,7.48381102098978,1,1,28.542768,77.365736,90.0,2,88.35898005698006,0,1,0
0,1,2,6.647724737882684,1,1,24.69028,78.41889,99.0,3,142.94272598870057,0,1,0
0,0,3,7.522922569795933,1,1,22.312358,73.145436,54.5,2,39.9762278978389,0,0,1
1,1,2,7.112190044073833,0,1,21.12359,72.804292,41.7,2,57.32304038004751,0,0,1
1,1,2,7.046787487340095,0,1,30.662283,76.822397,50.0,2,62.27809248554914,0,0,1
0,0,1,6.40528445960322,1,1,18.651598,73.735448,25.0,1,85.75869675456389,0,0,1
0,0,1,6.328056790992321,1,1,16.05654,73.46875,20.0,3,30.681818181818183,0,0,1
0,0,2,6.984852329387104,1,1,12.9657,77.7188,50.0,1,100.29492641906096,0,0,1
0,0,3,7.279349323915358,1,1,22.5922,88.484911,82.0,1,68.99663518299882,0,1,0
1,0,3,6.967920236580926,0,1,22.54111,88.33778,87.0,1,68.99663518299882,0,1,0
1,0,1,6.684611727667927,0,1,26.936933,80.941263,35.0,2,59.312055214723934,0,0,1
0,0,3,7.414649247711712,1,1,12.928575,77.585721,110.0,1,100.29492641906096,0,1,0
0,0,2,7.150864261594138,1,1,21.143354,72.770931,43.0,2,57.32304038004751,0,0,1
0,1,3,7.740739404756631,1,1,30.698017,76.679016,120.0,3,68.53598553345388,0,1,0
0,0,2,7.047714210649283,1,1,16.977352,82.251217,33.0,2,42.458333333333336,0,0,1
0,0,3,6.755778388644917,1,1,19.218498,72.992114,150.0,3,147.67557823129252,0,1,0
0,0,2,7.047674376833814,1,1,29.892311,78.000723,35.0,3,28.005000000000003,0,0,1
0,1,2,6.934503281225876,1,1,18.5853,73.7413,61.0,1,85.75869675456389,0,1,0
1,0,3,7.106328176148742,0,1,18.61862,73.80373,100.0,1,85.75869675456389,0,1,0
0,0,3,7.55610697438268,1,1,28.522931,77.357078,86.0,2,88.35898005698006,0,1,0
0,0,2,6.797075601856785,1,1,28.579004,77.431173,27.0,2,88.35898005698006,0,0,1
0,1,3,7.393460482666179,1,1,28.381971,77.347688,57.0,2,56.12788906009245,0,1,0
0,0,4,7.390101431199592,1,1,29.005329,77.755632,45.0,2,30.48235294117647,0,0,1
1,1,3,7.596042493515445,0,1,30.66486,76.706107,78.0,3,68.53598553345388,0,1,0
1,1,3,6.728679725534419,0,1,19.221571,73.042474,180.0,1,150.86937598321973,0,1,0
0,1,2,7.145196992252324,1,1,12.9847,77.5491,140.0,1,100.29492641906096,0,1,0
0,1,2,6.889237998901187,1,1,13.062455,80.156453,51.9,1,64.54308811641069,0,1,0
0,0,3,7.517531961954344,1,1,19.894104,102.136839,72.0,1,64.54308811641069,0,1,0
0,0,3,7.465170845919851,1,1,29.974075,76.841097,45.4,2,37.71204819277108,0,1,0
0,1,3,7.518631467335538,1,1,12.896796,77.5724,160.0,1,100.29492641906096,0,0,1
0,0,1,6.550532098217627,1,1,15.4,74.02,31.0,3,64.43605442176872,0,0,1
0,1,2,7.073176968243381,1,1,12.8458,77.6727,69.0,1,100.29492641906096,0,1,0
1,1,2,6.985716820376849,0,1,27.16726,75.709505,70.0,1,85.75869675456389,0,1,0
1,1,3,7.57770004535432,0,1,18.558319,73.77588,190.0,1,85.75869675456389,0,1,0
0,0,3,7.455936689159897,1,1,12.880993,77.557654,90.0,1,100.29492641906096,0,1,0
0,0,3,7.269682085217485,1,1,28.579004,77.431173,60.0,2,88.35898005698006,0,0,1
0,0,1,6.396929655216146,1,1,18.973908,73.025106,42.0,1,150.86937598321973,0,1,0
0,0,3,7.5543659149134434,1,1,13.1156,77.5652,110.0,1,100.29492641906096,0,0,1
0,0,1,6.2785670773451105,1,1,13.09,80.27,23.0,1,64.54308811641069,0,0,1
1,1,2,6.802394763324311,0,1,18.5823,73.983,45.0,1,85.75869675456389,0,1,0
0,0,1,6.272982506641214,1,1,24.69028,78.41889,45.5,3,142.94272598870057,0,1,0
0,0,3,7.279543860439418,1,1,26.225345,78.156295,40.0,2,38.37358490566038,0,0,1
1,1,2,6.915671142699891,0,1,18.798889,73.323278,52.0,3,147.67557823129252,0,1,0
0,0,2,6.786865961737134,1,1,19.12,72.91,160.0,3,147.67557823129252,0,1,0
1,0,2,6.761151804748156,0,0,22.7,88.45,26.6,1,68.99663518299882,0,1,0
1,1,3,6.832366375062421,0,1,18.637802,73.745912,61.3,1,85.75869675456389,0,1,0
0,0,3,7.438556878547999,1,1,22.312358,73.145436,75.0,2,39.9762278978389,0,1,0
0,0,3,7.495723778462458,1,1,24.58333,73.68333,55.0,3,52.675,0,0,1
0,0,3,7.15467935877175,1,1,22.54111,88.33778,75.0,1,68.99663518299882,0,0,1
1,1,1,5.545188479184305,0,1,19.11333,72.921567,58.0,1,150.86937598321973,0,1,0
0,0,3,7.177144158353515,1,1,22.54111,88.33778,65.0,1,68.99663518299882,0,1,0
0,0,3,7.374633363171875,1,1,28.63676,77.36315,92.0,2,53.83091160220994,0,1,0
0,0,4,7.180439275981817,1,1,19.047207,73.080342,180.0,3,147.67557823129252,0,1,0
0,0,2,6.600270579170177,1,1,30.74,76.65,13.5,2,62.27809248554914,0,0,1
1,0,3,7.049088455018581,0,1,13.23,77.7,50.0,1,100.29492641906096,0,1,0
0,0,3,6.907755278982137,1,1,22.242796,87.779073,65.0,1,68.99663518299882,0,0,1
1,0,1,6.49464271956757,0,1,16.753034,80.729469,16.5,2,49.510000000000005,0,0,1
0,0,3,7.636322404591542,1,1,12.9958935,77.761394,150.0,1,100.29492641906096,0,1,0
0,1,2,6.341792330070379,1,0,24.69028,78.41889,140.0,3,142.94272598870057,0,1,0
1,1,2,6.672167737135755,0,1,24.69028,78.41889,23.0,3,142.94272598870057,0,1,0
0,0,2,7.1308988302963465,1,1,22.340396,73.19706,40.0,2,39.9762278978389,0,0,1
1,0,3,7.215501237246178,0,1,25.350121,82.373054,49.0,2,62.20238095238094,0,0,1
0,0,3,7.134956346632191,1,1,12.96991,77.59796,71.0,1,100.29492641906096,0,1,0
0,0,3,7.600902459542082,1,1,26.91667,75.86667,65.0,2,51.019979188345474,0,1,0
0,0,2,6.887734810466282,1,1,13.007723,77.594939,45.0,1,100.29492641906096,0,0,1
0,1,3,6.6274755363604685,1,0,18.966114,73.148278,100.0,1,150.86937598321973,0,1,0
0,0,3,7.308730481867783,1,1,9.966018,76.318152,60.0,2,87.75099009900991,0,1,0
1,0,5,8.070906088787819,0,1,40.3276,-76.8861,180.0,2,59.312055214723934,0,0,1
1,0,3,6.993762135860334,0,1,26.154874,91.670312,39.8,2,51.646067415730336,0,1,0
0,0,3,7.2822504010704785,1,1,22.6581,88.3852,55.0,1,68.99663518299882,0,0,1
0,0,2,7.065997651833223,1,1,19.038205,73.06612,140.0,3,147.67557823129252,0,1,0
0,0,3,7.3523771020418955,1,1,26.900926,75.775927,75.0,2,53.83091160220994,0,0,1
0,0,2,7.064799028701157,1,1,18.476532,73.820689,52.5,2,54.3564606741573,0,0,1
0,0,2,6.703386883055386,1,1,13.028627,80.252681,40.0,1,64.54308811641069,0,0,1
0,0,2,6.810174950689523,1,1,12.985039,77.54383,56.0,1,100.29492641906096,0,1,0
0,0,3,7.099195205133698,1,1,12.880421,77.774422,52.0,1,100.29492641906096,0,0,1
0,0,2,7.15865107587137,1,1,28.9196,76.8972,58.0,2,53.83091160220994,0,1,0
0,1,1,6.26358828072751,1,1,19.036377,73.299655,25.0,3,28.918461538461536,0,0,1
0,0,3,7.49561886981427,1,1,30.654432,76.879577,78.0,3,81.07451219512194,0,0,1
0,0,3,7.673277668006093,1,1,22.312358,73.145436,55.0,2,39.9762278978389,0,1,0
0,1,3,7.630331270325394,1,1,30.698017,76.679016,100.0,3,68.53598553345388,0,1,0
0,0,2,6.956645448627046,1,1,18.092898,83.395794,35.0,3,27.55,0,0,1
0,1,3,7.625375316280588,1,1,28.576117,77.382136,91.0,2,88.35898005698006,0,1,0
0,0,2,6.829797583667191,1,1,13.0097,77.5648,65.0,1,100.29492641906096,0,0,1
0,0,2,4.5849754787406125,1,1,27.244478,77.782574,50.0,2,41.31818181818182,0,0,1
0,0,3,7.222466024041838,1,1,12.905368,77.580403,100.0,1,100.29492641906096,0,1,0
0,0,1,6.558251440664513,1,1,26.468199,72.869541,55.0,1,85.75869675456389,0,0,1
1,0,3,7.495821983002975,0,1,30.662283,76.822397,50.0,2,62.27809248554914,0,0,1
0,0,2,7.003165463785796,1,1,21.094632,79.074805,40.0,2,44.292835820895526,0,1,0
0,0,3,7.455622174181204,1,1,12.865219,77.59036,110.0,1,100.29492641906096,0,1,0
0,0,1,6.476778583192533,1,1,22.671609,75.828176,12.9,2,44.15251633986928,0,0,1
0,0,3,7.1308988302963465,1,1,23.167719,79.924608,60.0,2,50.794117647058826,0,0,1
0,0,1,6.211258011542279,1,1,21.538081,74.468843,14.9,2,39.9762278978389,0,0,1
0,0,2,6.897804948127969,1,1,24.395822,78.989627,30.0,2,57.32304038004751,0,0,1
0,0,3,7.3777589082278725,1,1,21.7,72.96667,50.0,3,24.093023255813954,0,0,1
0,0,3,7.481639038718598,1,1,12.925027,80.235348,84.0,1,64.54308811641069,0,1,0
1,0,2,6.907755278982137,0,1,17.776084,83.366665,46.0,2,54.3564606741573,0,1,0
0,0,2,6.6201675506131465,1,1,28.65998,77.370279,53.0,2,53.83091160220994,0,0,1
0,1,3,7.175568706678634,1,1,18.52361,73.84778,99.0,1,85.75869675456389,0,0,1
0,0,3,7.1312239806292474,1,1,12.95161,80.14097,76.9,1,64.54308811641069,0,1,0
0,0,3,7.183185667117114,1,1,28.579004,77.431173,53.0,2,88.35898005698006,0,1,0
0,0,3,7.433694540365176,1,1,13.04034,77.591347,120.0,1,100.29492641906096,0,0,1
0,0,2,7.135014430383891,1,1,28.9196,76.8972,70.0,2,53.83091160220994,0,0,1
0,0,1,6.109347587763699,1,1,17.7,83.25,20.0,2,54.3564606741573,0,0,1
1,0,3,7.170119543449628,0,1,13.09,80.27,52.0,1,64.54308811641069,0,0,1
0,0,3,7.2591110612299365,1,1,12.8706,77.6279,75.0,1,100.29492641906096,0,1,0
0,1,3,7.335465995849621,1,1,13.055985,77.622157,100.0,1,100.29492641906096,0,1,0
0,1,2,7.14300889931434,1,1,26.766594,80.949809,54.0,2,59.312055214723934,0,0,1
0,0,3,7.390350673162957,1,1,28.9196,76.8972,78.0,2,53.83091160220994,0,1,0
0,0,2,7.002712580168489,1,1,22.481143,70.055527,25.5,2,27.58939393939394,0,0,1
1,0,2,6.892696815081453,0,1,19.283359,72.864964,87.0,3,142.94272598870057,0,1,0
0,0,2,7.047561959486965,1,1,19.1849,72.8347,190.0,3,142.94272598870057,0,1,0
1,1,1,6.488950287508156,0,0,19.886498,75.295035,13.9,2,32.31515151515152,1,0,0
0,0,3,7.266238095733561,1,1,22.12703,88.518729,87.0,1,68.99663518299882,0,1,0
0,0,2,6.863002558332509,1,1,30.65,76.82,26.0,3,68.53598553345388,0,0,1
0,0,3,7.359576589035737,1,1,13.114624,80.188519,87.2,1,64.54308811641069,0,1,0
0,0,3,7.405644111754908,1,1,15.333254,75.143954,96.0,1,100.29492641906096,0,0,1
0,0,3,7.4956419488835895,1,1,12.95619,77.70194,80.0,1,100.29492641906096,0,0,1
0,1,2,7.047427939980528,1,1,28.78333,76.13333,28.0,3,25.418633540372674,0,0,1
0,0,2,6.907755278982137,1,1,28.588021,77.391359,24.0,2,88.35898005698006,0,1,0
1,1,2,7.036076280061396,0,1,18.5438,73.9438,97.9,1,85.75869675456389,0,1,0
0,0,2,6.72626740297976,1,1,18.5823,73.983,40.0,1,85.75869675456389,0,0,1
0,0,3,7.26872514751375,1,1,25.4481,81.8576,110.0,3,51.82448979591837,0,0,1
0,0,3,7.338398344645976,1,1,18.5438,73.9438,110.0,1,85.75869675456389,0,1,0
0,1,2,7.1164208109456935,1,1,18.5853,73.7413,90.0,1,85.75869675456389,0,0,1
0,1,4,7.783462850729499,1,1,31.261414,75.589997,67.0,2,51.77368421052632,0,1,0
0,0,2,6.973691602114158,1,1,12.8458,77.6727,42.0,1,100.29492641906096,0,0,1
0,1,3,7.1854870204282495,1,1,28.560719,77.386208,64.0,2,88.35898005698006,0,1,0
0,0,3,7.16726647423865,1,1,28.66667,77.41667,42.0,2,53.83091160220994,0,0,1
0,0,3,6.919962821800682,1,1,24.69028,78.41889,150.0,3,142.94272598870057,0,1,0
0,1,3,7.204300039037352,1,1,28.560719,77.386208,68.0,2,88.35898005698006,0,0,1
0,0,2,6.678469709029547,1,1,22.504225,88.379757,43.5,1,68.99663518299882,0,1,0
0,0,3,7.233485418893448,1,1,28.585757,77.396668,75.0,2,88.35898005698006,0,0,1
0,0,2,7.089996839243121,1,1,11.93,79.83,50.0,2,51.57647058823529,0,0,1
1,1,2,6.943884003399675,0,1,21.15389,79.08306,37.2,2,44.292835820895526,0,1,0
